'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:09.188',0.497,0.692,0.195,-0.595,0.151,0.443,0.168,0.004,0.527,0.255,-0.224,-0.149,-0.064,0.296,-0.222
'0:09.189',0.479,0.676,0.198,-0.578,0.141,0.437,0.189,0.006,0.519,0.250,-0.227,-0.155,-0.061,0.279,-0.213
'0:09.190',0.481,0.676,0.195,-0.579,0.143,0.435,0.179,0.004,0.520,0.250,-0.226,-0.157,-0.066,0.267,-0.217
'0:09.191',0.481,0.688,0.206,-0.585,0.138,0.447,0.194,0.019,0.528,0.259,-0.217,-0.144,-0.059,0.285,-0.222
'0:09.192',0.484,0.694,0.209,-0.589,0.138,0.452,0.195,0.021,0.529,0.262,-0.212,-0.140,-0.062,0.287,-0.224
'0:09.193',0.486,0.688,0.201,-0.587,0.142,0.444,0.171,0.011,0.526,0.256,-0.219,-0.154,-0.070,0.285,-0.228
'0:09.194',0.487,0.693,0.205,-0.590,0.141,0.449,0.179,0.008,0.524,0.252,-0.221,-0.148,-0.065,0.295,-0.229
'0:09.195',0.474,0.681,0.207,-0.578,0.134,0.444,0.184,-0.001,0.520,0.251,-0.220,-0.146,-0.059,0.295,-0.224
'0:09.196',0.459,0.661,0.203,-0.560,0.128,0.432,0.185,0.020,0.525,0.252,-0.221,-0.153,-0.060,0.297,-0.224
'0:09.197',0.467,0.659,0.193,-0.564,0.137,0.426,0.176,0.008,0.519,0.246,-0.226,-0.153,-0.059,0.283,-0.221
'0:09.198',0.483,0.676,0.193,-0.580,0.145,0.434,0.178,0.002,0.522,0.254,-0.217,-0.145,-0.057,0.282,-0.220
'0:09.199',0.479,0.678,0.199,-0.579,0.141,0.439,0.192,0.025,0.530,0.259,-0.215,-0.146,-0.063,0.300,-0.223
'0:09.200',0.483,0.683,0.200,-0.584,0.142,0.442,0.181,0.015,0.525,0.252,-0.223,-0.152,-0.072,0.302,-0.227
'0:09.201',0.473,0.682,0.209,-0.578,0.132,0.446,0.186,0.013,0.524,0.253,-0.224,-0.154,-0.073,0.292,-0.224
'0:09.202',0.458,0.665,0.208,-0.561,0.124,0.437,0.172,0.007,0.515,0.242,-0.236,-0.166,-0.073,0.274,-0.215
'0:09.203',0.469,0.677,0.209,-0.573,0.130,0.444,0.175,0.004,0.521,0.245,-0.232,-0.157,-0.069,0.283,-0.225
'0:09.204',0.467,0.680,0.214,-0.574,0.127,0.448,0.190,0.011,0.527,0.251,-0.226,-0.149,-0.062,0.290,-0.223
'0:09.205',0.471,0.675,0.204,-0.573,0.133,0.440,0.164,0.002,0.517,0.240,-0.234,-0.151,-0.058,0.276,-0.213
'0:09.206',0.477,0.680,0.203,-0.579,0.137,0.442,0.174,0.008,0.519,0.240,-0.236,-0.153,-0.065,0.288,-0.220
'0:09.207',0.467,0.676,0.210,-0.572,0.129,0.444,0.185,-0.002,0.514,0.236,-0.241,-0.159,-0.067,0.291,-0.215
'0:09.208',0.476,0.679,0.204,-0.578,0.136,0.442,0.172,-0.006,0.509,0.235,-0.240,-0.154,-0.062,0.274,-0.209
'0:09.209',0.484,0.687,0.203,-0.586,0.140,0.446,0.173,0.004,0.520,0.246,-0.232,-0.149,-0.064,0.291,-0.220
'0:09.210',0.469,0.677,0.209,-0.573,0.130,0.444,0.171,-0.015,0.520,0.247,-0.235,-0.156,-0.073,0.301,-0.224
'0:09.211',0.465,0.676,0.212,-0.571,0.127,0.444,0.171,0.007,0.522,0.249,-0.234,-0.151,-0.061,0.290,-0.215
'0:09.212',0.472,0.681,0.209,-0.577,0.132,0.446,0.185,0.022,0.527,0.254,-0.226,-0.142,-0.058,0.297,-0.217
'0:09.213',0.485,0.679,0.194,-0.582,0.145,0.436,0.182,0.005,0.521,0.248,-0.236,-0.159,-0.072,0.290,-0.220
'0:09.214',0.486,0.685,0.200,-0.586,0.143,0.442,0.171,0.002,0.522,0.250,-0.234,-0.160,-0.067,0.285,-0.218
'0:09.215',0.485,0.692,0.206,-0.588,0.139,0.449,0.170,-0.005,0.519,0.252,-0.230,-0.155,-0.066,0.289,-0.215
'0:09.216',0.490,0.682,0.192,-0.586,0.149,0.437,0.168,-0.004,0.513,0.244,-0.236,-0.160,-0.064,0.280,-0.210
'0:09.217',0.472,0.671,0.200,-0.572,0.137,0.435,0.171,0.006,0.519,0.246,-0.234,-0.158,-0.065,0.271,-0.213
'0:09.218',0.473,0.676,0.203,-0.575,0.135,0.440,0.174,0.008,0.520,0.249,-0.230,-0.151,-0.057,0.289,-0.216
'0:09.219',0.469,0.670,0.201,-0.570,0.135,0.435,0.185,0.013,0.518,0.248,-0.229,-0.159,-0.068,0.302,-0.223
'0:09.220',0.465,0.659,0.195,-0.562,0.135,0.427,0.162,-0.017,0.506,0.241,-0.236,-0.171,-0.072,0.272,-0.218
'0:09.221',0.477,0.666,0.190,-0.572,0.144,0.427,0.158,-0.015,0.514,0.247,-0.228,-0.157,-0.056,0.273,-0.220
'0:09.222',0.472,0.679,0.207,-0.575,0.133,0.443,0.182,0.018,0.526,0.256,-0.221,-0.148,-0.062,0.300,-0.229
'0:09.223',0.465,0.676,0.212,-0.570,0.126,0.444,0.176,0.006,0.517,0.247,-0.230,-0.161,-0.070,0.304,-0.223
'0:09.224',0.466,0.670,0.204,-0.568,0.131,0.437,0.179,-0.001,0.514,0.244,-0.232,-0.165,-0.073,0.293,-0.216
'0:09.225',0.474,0.668,0.195,-0.571,0.140,0.432,0.172,-0.004,0.511,0.243,-0.234,-0.163,-0.067,0.281,-0.214
'0:09.226',0.484,0.674,0.192,-0.579,0.146,0.433,0.170,0.005,0.522,0.251,-0.225,-0.157,-0.059,0.277,-0.221
'0:09.227',0.483,0.678,0.195,-0.581,0.144,0.436,0.173,0.004,0.521,0.253,-0.223,-0.157,-0.066,0.276,-0.222
'0:09.228',0.476,0.669,0.194,-0.573,0.141,0.432,0.177,0.002,0.516,0.244,-0.232,-0.162,-0.069,0.280,-0.219
'0:09.229',0.490,0.677,0.188,-0.584,0.151,0.432,0.169,-0.002,0.513,0.239,-0.235,-0.163,-0.064,0.268,-0.212
'0:09.230',0.481,0.682,0.201,-0.582,0.140,0.441,0.180,0.013,0.519,0.243,-0.233,-0.156,-0.070,0.282,-0.219
'0:09.231',0.473,0.678,0.205,-0.576,0.134,0.442,0.164,-0.019,0.515,0.242,-0.233,-0.155,-0.075,0.289,-0.220
'0:09.232',0.493,0.678,0.186,-0.586,0.153,0.432,0.169,-0.009,0.511,0.239,-0.231,-0.154,-0.067,0.284,-0.215
'0:09.233',0.480,0.680,0.200,-0.580,0.140,0.440,0.201,0.043,0.529,0.249,-0.223,-0.148,-0.060,0.313,-0.226
'0:09.234',0.456,0.671,0.216,-0.564,0.120,0.444,0.184,0.007,0.513,0.238,-0.234,-0.161,-0.070,0.318,-0.219
'0:09.235',0.479,0.678,0.199,-0.579,0.141,0.439,0.174,0.003,0.509,0.236,-0.236,-0.160,-0.069,0.306,-0.217
'0:09.236',0.487,0.679,0.193,-0.583,0.147,0.436,0.178,0.005,0.518,0.242,-0.230,-0.155,-0.066,0.286,-0.222
'0:09.237',0.458,0.651,0.194,-0.554,0.132,0.422,0.172,-0.001,0.510,0.234,-0.238,-0.167,-0.070,0.272,-0.219
'0:09.238',0.464,0.663,0.200,-0.564,0.132,0.432,0.175,0.007,0.518,0.242,-0.228,-0.158,-0.068,0.283,-0.225
'0:09.239',0.483,0.675,0.193,-0.579,0.145,0.433,0.175,0.001,0.516,0.241,-0.223,-0.145,-0.064,0.279,-0.221
'0:09.240',0.485,0.666,0.181,-0.576,0.151,0.424,0.145,-0.011,0.512,0.237,-0.228,-0.151,-0.064,0.266,-0.217
'0:09.241',0.481,0.674,0.194,-0.578,0.143,0.434,0.189,0.013,0.526,0.250,-0.216,-0.148,-0.065,0.285,-0.227
'0:09.242',0.472,0.672,0.201,-0.573,0.136,0.437,0.203,0.020,0.529,0.253,-0.214,-0.142,-0.064,0.301,-0.230
'0:09.243',0.471,0.673,0.203,-0.572,0.134,0.439,0.196,0.026,0.535,0.255,-0.215,-0.142,-0.062,0.301,-0.231
'0:09.244',0.485,0.676,0.191,-0.581,0.147,0.433,0.198,0.028,0.532,0.254,-0.216,-0.147,-0.065,0.281,-0.231
'0:09.245',0.484,0.668,0.184,-0.577,0.150,0.426,0.179,0.015,0.522,0.246,-0.223,-0.150,-0.062,0.267,-0.222
'0:09.246',0.476,0.667,0.192,-0.572,0.142,0.430,0.190,0.018,0.520,0.243,-0.228,-0.149,-0.062,0.281,-0.218
'0:09.247',0.487,0.680,0.193,-0.584,0.147,0.437,0.188,0.019,0.519,0.242,-0.228,-0.150,-0.067,0.285,-0.223
'0:09.248',0.491,0.684,0.194,-0.588,0.148,0.439,0.186,0.015,0.520,0.242,-0.225,-0.146,-0.066,0.281,-0.222
'0:09.249',0.480,0.674,0.195,-0.578,0.142,0.435,0.186,0.012,0.520,0.239,-0.226,-0.147,-0.064,0.283,-0.217
'0:09.250',0.475,0.669,0.195,-0.573,0.141,0.432,0.201,0.021,0.522,0.240,-0.228,-0.155,-0.066,0.289,-0.220
'0:09.251',0.475,0.677,0.202,-0.576,0.137,0.440,0.193,0.019,0.522,0.240,-0.227,-0.152,-0.068,0.289,-0.225
'0:09.252',0.491,0.691,0.200,-0.591,0.145,0.446,0.178,0.011,0.525,0.246,-0.218,-0.142,-0.061,0.284,-0.223
'0:09.253',0.498,0.701,0.203,-0.600,0.147,0.453,0.184,0.006,0.528,0.251,-0.218,-0.141,-0.075,0.298,-0.231
'0:09.254',0.482,0.701,0.218,-0.592,0.132,0.460,0.165,0.002,0.525,0.246,-0.225,-0.146,-0.076,0.312,-0.233
'0:09.255',0.473,0.703,0.230,-0.588,0.121,0.466,0.187,0.010,0.537,0.255,-0.217,-0.140,-0.065,0.332,-0.237
'0:09.256',0.480,0.711,0.231,-0.596,0.124,0.470,0.198,0.015,0.535,0.256,-0.214,-0.137,-0.065,0.336,-0.235
'0:09.257',0.488,0.717,0.229,-0.603,0.130,0.473,0.184,0.017,0.542,0.264,-0.206,-0.131,-0.060,0.323,-0.233
'0:09.258',0.482,0.720,0.238,-0.601,0.122,0.478,0.193,0.015,0.552,0.271,-0.203,-0.133,-0.071,0.333,-0.243
'0:09.259',0.484,0.724,0.240,-0.604,0.122,0.481,0.178,0.003,0.544,0.266,-0.209,-0.141,-0.077,0.340,-0.238
'0:09.260',0.487,0.736,0.249,-0.612,0.119,0.492,0.177,0.002,0.547,0.270,-0.202,-0.131,-0.072,0.351,-0.239
'0:09.261',0.479,0.731,0.252,-0.605,0.114,0.491,0.180,0.002,0.547,0.269,-0.203,-0.134,-0.071,0.353,-0.236
'0:09.262',0.483,0.734,0.251,-0.609,0.117,0.492,0.176,0.002,0.542,0.267,-0.204,-0.135,-0.070,0.350,-0.234
'0:09.263',0.484,0.740,0.257,-0.612,0.114,0.498,0.177,0.004,0.545,0.270,-0.203,-0.132,-0.070,0.355,-0.244
'0:09.264',0.485,0.736,0.251,-0.611,0.117,0.493,0.180,0.000,0.550,0.276,-0.197,-0.131,-0.068,0.353,-0.244
'0:09.265',0.495,0.744,0.249,-0.620,0.123,0.496,0.175,-0.001,0.553,0.280,-0.192,-0.133,-0.068,0.354,-0.245
'0:09.266',0.505,0.758,0.253,-0.631,0.126,0.505,0.167,-0.007,0.554,0.283,-0.189,-0.123,-0.058,0.350,-0.247
'0:09.267',0.507,0.765,0.259,-0.636,0.124,0.512,0.157,-0.011,0.553,0.284,-0.188,-0.117,-0.053,0.356,-0.247
'0:09.268',0.498,0.765,0.268,-0.631,0.115,0.516,0.176,0.010,0.563,0.289,-0.185,-0.123,-0.054,0.376,-0.249
'0:09.269',0.492,0.765,0.274,-0.629,0.110,0.519,0.172,0.007,0.566,0.293,-0.182,-0.119,-0.054,0.367,-0.252
'0:09.270',0.488,0.760,0.273,-0.625,0.108,0.516,0.163,-0.011,0.560,0.288,-0.190,-0.125,-0.067,0.359,-0.260
'0:09.271',0.499,0.759,0.261,-0.629,0.119,0.510,0.163,-0.004,0.562,0.287,-0.192,-0.128,-0.058,0.360,-0.254
'0:09.272',0.515,0.752,0.237,-0.633,0.139,0.495,0.163,0.014,0.564,0.285,-0.191,-0.126,-0.043,0.345,-0.243
'0:09.273',0.513,0.743,0.230,-0.628,0.142,0.486,0.177,0.006,0.557,0.280,-0.197,-0.126,-0.046,0.338,-0.245
'0:09.274',0.513,0.754,0.241,-0.633,0.136,0.497,0.152,-0.011,0.552,0.277,-0.193,-0.122,-0.046,0.345,-0.241
'0:09.275',0.529,0.772,0.244,-0.651,0.142,0.508,0.158,0.006,0.565,0.287,-0.182,-0.117,-0.045,0.344,-0.244
'0:09.276',0.525,0.770,0.246,-0.648,0.140,0.508,0.146,0.002,0.565,0.289,-0.179,-0.114,-0.042,0.350,-0.245
'0:09.277',0.516,0.762,0.246,-0.639,0.135,0.504,0.152,0.003,0.567,0.292,-0.175,-0.115,-0.042,0.366,-0.248
'0:09.278',0.511,0.769,0.258,-0.640,0.127,0.513,0.174,0.015,0.576,0.302,-0.166,-0.105,-0.041,0.362,-0.255
'0:09.279',0.515,0.774,0.260,-0.644,0.128,0.516,0.131,-0.018,0.566,0.299,-0.168,-0.107,-0.040,0.353,-0.255
'0:09.280',0.524,0.767,0.244,-0.646,0.140,0.506,0.122,-0.029,0.555,0.291,-0.181,-0.121,-0.044,0.360,-0.251
'0:09.281',0.513,0.773,0.260,-0.643,0.127,0.516,0.121,-0.026,0.558,0.295,-0.176,-0.114,-0.041,0.373,-0.249
'0:09.282',0.515,0.795,0.281,-0.655,0.117,0.538,0.107,-0.043,0.559,0.302,-0.165,-0.099,-0.041,0.386,-0.251
'0:09.283',0.515,0.806,0.291,-0.661,0.112,0.548,0.110,-0.040,0.559,0.305,-0.163,-0.097,-0.040,0.401,-0.241
'0:09.284',0.521,0.812,0.291,-0.667,0.115,0.552,0.113,-0.029,0.562,0.311,-0.157,-0.091,-0.034,0.417,-0.234
'0:09.285',0.534,0.825,0.291,-0.679,0.121,0.557,0.104,-0.037,0.558,0.314,-0.150,-0.079,-0.024,0.427,-0.225
'0:09.286',0.531,0.815,0.283,-0.673,0.124,0.549,0.087,-0.050,0.549,0.308,-0.156,-0.080,-0.013,0.429,-0.210
'0:09.287',0.539,0.821,0.282,-0.680,0.129,0.551,0.073,-0.066,0.543,0.304,-0.158,-0.085,-0.015,0.438,-0.207
'0:09.288',0.545,0.830,0.285,-0.688,0.130,0.557,0.064,-0.075,0.539,0.303,-0.158,-0.079,-0.015,0.415,-0.203
'0:09.289',0.545,0.824,0.279,-0.684,0.134,0.550,0.067,-0.073,0.530,0.293,-0.168,-0.082,-0.013,0.403,-0.197
'0:09.290',0.564,0.843,0.279,-0.703,0.142,0.561,0.061,-0.077,0.528,0.296,-0.161,-0.081,-0.019,0.436,-0.204
'0:09.291',0.557,0.848,0.291,-0.702,0.133,0.569,0.050,-0.085,0.529,0.304,-0.152,-0.075,-0.015,0.442,-0.210
'0:09.292',0.536,0.830,0.294,-0.683,0.121,0.562,0.080,-0.070,0.523,0.298,-0.161,-0.090,-0.016,0.432,-0.203
'0:09.293',0.552,0.830,0.279,-0.691,0.137,0.554,0.080,-0.064,0.521,0.293,-0.166,-0.095,-0.013,0.422,-0.194
'0:09.294',0.554,0.825,0.271,-0.690,0.142,0.547,0.054,-0.090,0.511,0.283,-0.171,-0.091,-0.004,0.411,-0.193
'0:09.295',0.564,0.814,0.251,-0.689,0.157,0.532,0.079,-0.061,0.512,0.281,-0.172,-0.091,-0.001,0.400,-0.195
'0:09.296',0.597,0.832,0.236,-0.715,0.180,0.534,0.085,-0.053,0.517,0.286,-0.166,-0.085,0.009,0.379,-0.189
'0:09.297',0.596,0.826,0.230,-0.711,0.183,0.527,0.080,-0.070,0.511,0.281,-0.170,-0.088,0.011,0.365,-0.181
'0:09.298',0.589,0.816,0.227,-0.703,0.181,0.521,0.086,-0.044,0.522,0.289,-0.162,-0.075,0.018,0.366,-0.188
'0:09.299',0.579,0.811,0.233,-0.695,0.173,0.522,0.091,-0.040,0.529,0.294,-0.158,-0.076,0.020,0.381,-0.197
'0:09.300',0.581,0.795,0.214,-0.688,0.183,0.504,0.081,-0.052,0.518,0.281,-0.173,-0.088,0.020,0.372,-0.198
'0:09.301',0.599,0.807,0.209,-0.703,0.195,0.508,0.091,-0.042,0.523,0.286,-0.167,-0.080,0.022,0.348,-0.196
'0:09.302',0.585,0.803,0.220,-0.694,0.182,0.511,0.103,-0.034,0.526,0.284,-0.167,-0.071,0.022,0.351,-0.199
'0:09.303',0.579,0.784,0.206,-0.681,0.186,0.495,0.104,-0.035,0.522,0.276,-0.175,-0.074,0.030,0.349,-0.197
'0:09.304',0.600,0.782,0.183,-0.691,0.208,0.483,0.128,-0.011,0.531,0.278,-0.178,-0.090,0.026,0.331,-0.187
'0:09.305',0.591,0.771,0.181,-0.680,0.204,0.476,0.118,-0.014,0.531,0.280,-0.176,-0.083,0.035,0.329,-0.187
'0:09.306',0.595,0.770,0.177,-0.682,0.209,0.473,0.118,-0.018,0.528,0.279,-0.176,-0.079,0.036,0.320,-0.194
'0:09.307',0.594,0.769,0.176,-0.682,0.209,0.472,0.114,-0.031,0.522,0.272,-0.181,-0.089,0.029,0.315,-0.193
'0:09.308',0.578,0.763,0.186,-0.671,0.196,0.474,0.122,-0.021,0.526,0.276,-0.178,-0.086,0.032,0.318,-0.190
'0:09.309',0.579,0.765,0.187,-0.672,0.196,0.476,0.128,-0.006,0.527,0.273,-0.180,-0.086,0.018,0.327,-0.196
'0:09.310',0.574,0.758,0.185,-0.665,0.194,0.471,0.116,-0.029,0.518,0.267,-0.185,-0.087,0.018,0.339,-0.193
'0:09.311',0.586,0.771,0.186,-0.678,0.200,0.478,0.123,-0.025,0.520,0.267,-0.183,-0.082,0.026,0.331,-0.191
'0:09.312',0.565,0.750,0.186,-0.657,0.190,0.468,0.116,-0.040,0.504,0.252,-0.195,-0.091,0.016,0.337,-0.189
'0:09.313',0.556,0.742,0.186,-0.649,0.185,0.464,0.108,-0.054,0.498,0.249,-0.199,-0.096,0.006,0.329,-0.183
'0:09.314',0.564,0.757,0.194,-0.661,0.185,0.475,0.101,-0.051,0.502,0.252,-0.196,-0.097,-0.001,0.325,-0.193
'0:09.315',0.544,0.747,0.203,-0.645,0.171,0.474,0.141,-0.018,0.507,0.255,-0.193,-0.099,-0.004,0.347,-0.201
'0:09.316',0.546,0.747,0.201,-0.646,0.172,0.473,0.141,-0.017,0.509,0.256,-0.192,-0.091,0.001,0.337,-0.198
'0:09.317',0.523,0.727,0.204,-0.625,0.160,0.466,0.127,-0.036,0.504,0.249,-0.203,-0.108,-0.017,0.337,-0.200
'0:09.318',0.502,0.724,0.222,-0.613,0.140,0.472,0.145,-0.025,0.512,0.257,-0.199,-0.111,-0.030,0.339,-0.205
'0:09.319',0.494,0.724,0.230,-0.609,0.132,0.476,0.154,-0.021,0.519,0.261,-0.195,-0.111,-0.034,0.341,-0.212
'0:09.320',0.484,0.714,0.231,-0.599,0.127,0.472,0.176,-0.003,0.524,0.263,-0.197,-0.115,-0.036,0.350,-0.222
'0:09.321',0.487,0.708,0.220,-0.598,0.134,0.464,0.152,-0.006,0.527,0.266,-0.195,-0.116,-0.036,0.333,-0.222
'0:09.322',0.479,0.707,0.228,-0.593,0.126,0.467,0.179,0.011,0.540,0.274,-0.189,-0.111,-0.036,0.338,-0.233
'0:09.323',0.475,0.707,0.232,-0.591,0.122,0.469,0.193,0.017,0.534,0.272,-0.191,-0.108,-0.037,0.336,-0.232
'0:09.324',0.472,0.682,0.210,-0.578,0.131,0.446,0.172,-0.004,0.517,0.258,-0.207,-0.133,-0.047,0.318,-0.216
'0:09.325',0.472,0.677,0.206,-0.575,0.133,0.442,0.193,0.009,0.523,0.260,-0.210,-0.133,-0.046,0.309,-0.217
'0:09.326',0.471,0.680,0.210,-0.576,0.131,0.445,0.203,0.026,0.531,0.263,-0.208,-0.131,-0.052,0.302,-0.229
'0:09.327',0.468,0.667,0.200,-0.568,0.134,0.433,0.200,0.023,0.525,0.254,-0.220,-0.144,-0.062,0.289,-0.226
'0:09.328',0.477,0.661,0.185,-0.570,0.146,0.423,0.188,0.013,0.521,0.251,-0.225,-0.144,-0.062,0.269,-0.225
'0:09.329',0.476,0.661,0.185,-0.569,0.145,0.423,0.215,0.040,0.531,0.256,-0.222,-0.144,-0.060,0.273,-0.228
'0:09.330',0.473,0.652,0.179,-0.562,0.147,0.415,0.208,0.032,0.520,0.243,-0.234,-0.153,-0.065,0.261,-0.223
'0:09.331',0.460,0.641,0.182,-0.550,0.139,0.412,0.193,0.018,0.514,0.237,-0.239,-0.159,-0.076,0.253,-0.228
'0:09.332',0.454,0.628,0.175,-0.541,0.139,0.402,0.212,0.029,0.512,0.232,-0.247,-0.161,-0.081,0.260,-0.226
'0:09.333',0.458,0.616,0.159,-0.536,0.149,0.387,0.199,0.021,0.506,0.224,-0.256,-0.172,-0.081,0.254,-0.216
'0:09.334',0.449,0.619,0.171,-0.534,0.139,0.395,0.203,0.021,0.506,0.227,-0.254,-0.166,-0.071,0.251,-0.214
'0:09.335',0.442,0.618,0.177,-0.529,0.132,0.398,0.215,0.027,0.508,0.229,-0.251,-0.158,-0.069,0.253,-0.215
'0:09.336',0.447,0.616,0.170,-0.531,0.139,0.393,0.195,0.019,0.504,0.225,-0.255,-0.173,-0.083,0.251,-0.214
'0:09.337',0.450,0.617,0.168,-0.533,0.141,0.392,0.186,0.010,0.497,0.217,-0.260,-0.181,-0.090,0.241,-0.211
'0:09.338',0.447,0.608,0.162,-0.527,0.142,0.385,0.201,0.019,0.502,0.221,-0.257,-0.176,-0.087,0.235,-0.208
'0:09.339',0.452,0.607,0.156,-0.529,0.148,0.382,0.204,0.024,0.503,0.222,-0.257,-0.173,-0.086,0.227,-0.209
'0:09.340',0.455,0.612,0.158,-0.533,0.149,0.385,0.208,0.027,0.503,0.223,-0.257,-0.177,-0.086,0.241,-0.211
'0:09.341',0.456,0.614,0.159,-0.534,0.148,0.386,0.205,0.019,0.497,0.218,-0.264,-0.181,-0.086,0.253,-0.208
'0:09.342',0.445,0.609,0.165,-0.527,0.140,0.387,0.200,0.019,0.490,0.209,-0.272,-0.184,-0.092,0.239,-0.204
'0:09.343',0.445,0.607,0.163,-0.526,0.141,0.385,0.187,0.003,0.485,0.208,-0.273,-0.187,-0.097,0.238,-0.204
'0:09.344',0.449,0.606,0.158,-0.527,0.145,0.382,0.188,0.001,0.485,0.209,-0.273,-0.182,-0.089,0.240,-0.201
'0:09.345',0.448,0.611,0.163,-0.529,0.142,0.387,0.198,0.019,0.483,0.208,-0.273,-0.184,-0.091,0.229,-0.198
'0:09.346',0.468,0.628,0.162,-0.547,0.153,0.395,0.183,-0.004,0.483,0.213,-0.267,-0.185,-0.095,0.231,-0.199
'0:09.347',0.471,0.632,0.162,-0.551,0.154,0.397,0.207,0.016,0.491,0.216,-0.263,-0.173,-0.088,0.249,-0.208
'0:09.348',0.451,0.619,0.169,-0.535,0.141,0.394,0.209,0.025,0.489,0.212,-0.268,-0.183,-0.093,0.245,-0.214
'0:09.349',0.433,0.607,0.174,-0.520,0.130,0.391,0.198,0.015,0.490,0.213,-0.269,-0.192,-0.092,0.240,-0.213
'0:09.350',0.436,0.607,0.170,-0.521,0.134,0.389,0.197,0.018,0.487,0.214,-0.266,-0.185,-0.087,0.240,-0.212
'0:09.351',0.451,0.619,0.169,-0.535,0.141,0.394,0.198,0.021,0.490,0.216,-0.267,-0.185,-0.088,0.237,-0.211
'0:09.352',0.452,0.617,0.166,-0.534,0.142,0.392,0.202,0.009,0.493,0.219,-0.265,-0.179,-0.084,0.236,-0.210
'0:09.353',0.451,0.611,0.161,-0.531,0.145,0.386,0.191,0.009,0.486,0.211,-0.271,-0.191,-0.087,0.243,-0.205
'0:09.354',0.462,0.623,0.161,-0.542,0.150,0.392,0.193,0.018,0.485,0.210,-0.273,-0.197,-0.090,0.246,-0.205
'0:09.355',0.468,0.633,0.167,-0.550,0.150,0.400,0.204,0.012,0.490,0.216,-0.266,-0.189,-0.093,0.243,-0.212
'0:09.356',0.456,0.630,0.175,-0.543,0.141,0.403,0.210,0.025,0.494,0.217,-0.266,-0.190,-0.093,0.252,-0.211
'0:09.357',0.443,0.619,0.176,-0.530,0.133,0.398,0.197,0.011,0.484,0.206,-0.274,-0.195,-0.091,0.243,-0.202
'0:09.358',0.454,0.624,0.171,-0.539,0.141,0.398,0.198,0.015,0.488,0.207,-0.273,-0.195,-0.096,0.241,-0.207
'0:09.359',0.448,0.621,0.173,-0.534,0.138,0.397,0.200,0.019,0.493,0.212,-0.270,-0.193,-0.097,0.257,-0.210
'0:09.360',0.431,0.621,0.190,-0.526,0.121,0.406,0.205,0.014,0.494,0.215,-0.265,-0.188,-0.095,0.262,-0.213
'0:09.361',0.439,0.617,0.179,-0.528,0.130,0.398,0.197,0.004,0.491,0.213,-0.266,-0.189,-0.091,0.245,-0.213
'0:09.362',0.452,0.612,0.161,-0.532,0.146,0.387,0.179,-0.002,0.484,0.205,-0.278,-0.196,-0.086,0.236,-0.207
'0:09.363',0.454,0.619,0.166,-0.536,0.144,0.393,0.200,0.018,0.493,0.212,-0.272,-0.190,-0.083,0.241,-0.216
'0:09.364',0.437,0.606,0.170,-0.521,0.134,0.388,0.202,0.012,0.489,0.211,-0.269,-0.191,-0.085,0.229,-0.207
'0:09.365',0.441,0.614,0.173,-0.527,0.134,0.394,0.205,0.018,0.494,0.216,-0.265,-0.183,-0.085,0.237,-0.203
'0:09.366',0.447,0.614,0.168,-0.530,0.140,0.391,0.207,0.023,0.497,0.216,-0.263,-0.182,-0.088,0.252,-0.211
'0:09.367',0.453,0.618,0.166,-0.535,0.143,0.392,0.209,0.021,0.496,0.213,-0.268,-0.189,-0.093,0.243,-0.214
'0:09.368',0.461,0.629,0.170,-0.545,0.145,0.400,0.217,0.031,0.503,0.218,-0.264,-0.183,-0.097,0.246,-0.220
'0:09.369',0.453,0.612,0.159,-0.532,0.147,0.385,0.194,0.014,0.488,0.207,-0.272,-0.191,-0.090,0.243,-0.208
'0:09.370',0.453,0.610,0.158,-0.531,0.148,0.384,0.195,0.013,0.488,0.209,-0.269,-0.183,-0.081,0.228,-0.207
'0:09.371',0.449,0.619,0.171,-0.534,0.139,0.395,0.204,0.025,0.499,0.217,-0.261,-0.177,-0.086,0.233,-0.215
'0:09.372',0.437,0.613,0.176,-0.525,0.130,0.395,0.212,0.033,0.502,0.222,-0.260,-0.181,-0.092,0.255,-0.221
'0:09.373',0.444,0.616,0.173,-0.530,0.136,0.395,0.220,0.038,0.508,0.227,-0.256,-0.178,-0.086,0.249,-0.224
'0:09.374',0.445,0.610,0.166,-0.527,0.140,0.388,0.205,0.018,0.500,0.218,-0.267,-0.192,-0.084,0.222,-0.215
'0:09.375',0.440,0.604,0.165,-0.522,0.138,0.385,0.216,0.029,0.512,0.225,-0.266,-0.197,-0.098,0.234,-0.233
'0:09.376',0.444,0.610,0.166,-0.526,0.139,0.388,0.239,0.062,0.534,0.238,-0.264,-0.200,-0.104,0.244,-0.245
'0:09.377',0.436,0.612,0.176,-0.524,0.131,0.394,0.243,0.066,0.545,0.246,-0.265,-0.203,-0.106,0.234,-0.248
'0:09.378',0.434,0.613,0.179,-0.524,0.128,0.396,0.265,0.078,0.568,0.265,-0.255,-0.203,-0.112,0.242,-0.269
'0:09.379',0.429,0.602,0.172,-0.516,0.129,0.387,0.268,0.093,0.578,0.272,-0.257,-0.211,-0.117,0.231,-0.275
'0:09.380',0.428,0.607,0.179,-0.517,0.124,0.393,0.273,0.100,0.578,0.268,-0.262,-0.220,-0.126,0.227,-0.279
